Deadline,App_link,App_email,App_JobID,Required_Docs,Other_Docs,Summary,Description
10/18/2024,https://careers.umass.edu/en-us/job/524858/lecturer-finance,,,"Cover Letter, Curriculum Vitae",,"Full-time, non-tenure Lecturer position in Finance at Isenberg School of Management, UMass Amherst starting February 1, 2025. Candidates must be able to teach various finance courses and have a master's degree with finance work experience. An earned doctorate in Finance and/or Economics is preferred.","<p>The Finance Department at Isenberg School of Management, UMass Amherst invites applications for a full-time, non-tenure position at the rank of Lecturer. Candidates must be able to teach a variety of finance courses in our curriculum. Successful candidates will have expertise or evident potential in providing quality teaching at the undergraduate and graduate levels. A demonstrated ability to teach in both face-to-face and online education formats is highly desirable. In addition, faculty members in these positions are also expected to make strong service contributions, such as mentoring and advising students, aiding student clubs, and supervising independent student projects. The appointment is expected to begin on February 1, 2025. Salary is commensurate with experience.</p>

<p>Requirements<br />
Applicants must be either academically or professionally qualified as defined by AACSB criteria. Academic qualification requires a master’s degree with substantial work experience in finance. An earned doctorate in Finance and/or Economics is preferred.</p>

<p>Additional Information<br />
We also understand the importance of diversity, equity, and inclusion in financial economics and incorporate these values in our departmental practices, research, and curriculum. For example, few years ago, with the support of our alumni and faculties, the Finance Department launched a Women in Finance organization in support of the advancement of women to the highest levels of the finance industry. We welcome applicants who share our commitment to diversity, equity, and inclusion in the finance industry and society as a whole.</p>

<p>Application Instructions<br />
For full description and applications instructions, please visit https://careers.umass.edu/en-us/job/524858/lecturer-finance. Apply by October 18, 2024 in order to ensure priority consideration.</p>

<p>The University is committed to active recruitment of a diverse faculty and student body. The University of Massachusetts Amherst is an Affirmative Action/Equal Opportunity Employer of women, minorities, protected veterans, and individuals with disabilities and encourages applications from these and other protected group members. Because broad diversity is essential to an inclusive climate and critical to the University’s goals of achieving excellence in all areas, we will holistically assess the many qualifications of each applicant and favorably consider an individual’s record working with students and colleagues with broadly diverse perspectives, experiences, and backgrounds in educational, research or other work activities. We will also favorably consider experience overcoming or helping others overcome barriers to an academic career and degree.</p>
"
 , ,luo.yangfan@sufe.edu.cn, ,"Cover Letter, Curriculum Vitae, Evidence of Teaching Effectiveness, Job Market Paper/other papers, References (3)",,"Dishui Lake Advanced Finance Institute at Shanghai University of Finance and Economics (SUFE-DAFI) invites applications for multiple tenure-track and non-tenure-track positions in all areas of finance with special interests in fintech, sustainable finance, international finance, and related interdisciplinary areas.","<p><b>Description</b></p>

<p>Dishui Lake Advanced Finance Institute at Shanghai University of Finance and Economics (SUFE-DAFI) invites applications for multiple tenure-track assistant/ associate/full professor, non-tenure-track associate/full professor, and visiting professor positions.</p>

<p>DAFI offers an internationally competitive compensation package, including salaries, research funds, housing subsidies, and other benefits commensurate with candidates’ qualifications and experiences.</p>

<p>Qualifications  </p>

<ul>
	<li>Applicants should hold a Ph.D. degree or expect to receive one before the start of the appointment. All areas of finance will be considered, with special interests in fintech, sustainable finance, international finance, and related interdisciplinary areas.</li>
	<li>Junior candidates should demonstrate outstanding research potential.</li>
	<li>Senior candidates must have an excellent track record of research, teaching, and service accomplishments.</li>
</ul>

<p>The DAFI  </p>

<p>Dishui Lake Advanced Finance Institute (DAFI) was cofounded by the Shanghai University of Finance and Economics (SUFE), Lin-gang Special Area Administration, and Lin-gang Group in March 2023 to be a world-class institute dedicated to cutting-edge finance research and education. The institute offers Master, MBA and DBA degree programs.</p>

<p>THE SUFE  </p>

<p>Shanghai University of Finance and Economics (SUFE), founded in 1917, is a research university specializing in finance and economics. As the oldest financial and economic specialization university in China, SUFE has enjoyed a reputation for being one of China’s best finance and economics universities. It was ranked the best in China among universities specializing in finance, business, and economics in the 2021 edition of Best Chinese Universities Ranking. The 2022-2023 U.S. News &amp; World Report ranks SUFE 15th in Asia in Business and Economics.</p>

<p>Application Applicants should submit the following documents as a single PDF in the order listed to Mrs Luo: <a href=""mailto:dafi_hr@mail.shufe.edu.cn""> luo.yangfan@sufe.edu.cn</a></p>

<p>1) a letter of application, 2) a current curriculum vita, 3) evidence of teaching effectiveness, 4) a current working paper or recently published paper, and 5) complete contact information for three references. Any questions or inquiries should be directed to HR: luo.yangfan@sufe.edu.cn</p>

<p>We encourage candidates to apply as early as possible. We will continue to accept and review applications until positions are filled. We will contact short-listed candidates only.</p>

<p> </p>
"
8/1/2025,https://career.admo.um.edu.mo/fba_fbe_aap_09_2024/,kelmenyeung@um.edu.mo,,,,"The University of Macau is seeking an Associate/Assistant Professor in Finance. Applicants should have a doctoral degree in Finance, Management, Economics, or a closely related field, ability to teach undergraduate, postgraduate and PhD courses, and ability to publish research papers in high-ranked journals in related fields.","<p><b>Associate/Assistant Professor in Finance</b></p>

<p>The University of Macau (UM) is an internationalized public comprehensive university in the Macao Special Administrative Region (MSAR) located at the west bank of the Guangdong-Hong Kong-Macao Greater Bay Area (GBA). The GBA is rapidly developing into one of the leading technology and innovation hubs of the world. UM is placed No. 193 in the THE World University Rankings and placed No. 245 in the QS World University Rankings. With a scenic campus of approximately 1 km<sup>2</sup> on Hengqin island, UM has achieved significant progress in the past decade as evidenced by its rising international repute, state-of-the-art teaching and research facilities, and the establishment of three State Key Laboratories in microelectronics, Chinese medical sciences, and internet of things for smart city. To support economic diversification of MSAR and deepen collaboration between MSAR and Guangdong Province in Hengqin island, UM will continue to invest in cutting-edge research and develop interdisciplinary programmes in key strategic areas including precision oncology, advanced materials, regional oceanography, artificial intelligence and robotics, data science, cognitive and brain science and economics and finance. Leveraging its ‘4-in-1’ model of education and residential college system, UM provides all-round undergraduate education, nurturing talent to support social and economic development in MSAR and the GBA as a whole. With unprecedented growth and opportunities for development, UM offers promising career prospects to academics at all levels. It may be noted that English is the working language and the primary medium of instruction at UM.</p>

<p>The Department of Finance and Business Economics (DFBE) at Faculty of Business Administration (FBA) invites applications for the position of <b>Associate/Assistant Professor in Finance</b>.</p>

<p>FBA is one of the largest faculties in the University and a well-established full-service business faculty with AACSB, AMBA, and EQUIS accreditations. It is a distinctive flagship business school in the region, playing a vital role in business and management education with key responsibilities in nurturing the leadership talents for the development of Macao and beyond as its mission states. It bridges academic education with real-world practice and actively engages with industry and professional bodies, strives to be a world-class business faculty, aiming to create a significant impact on the business community and society, thus contributing to the economic and sustainable development of Macao and beyond.</p>

<p>FBA provides education in both traditional and emerging subjects of business and management, ranging from Accounting, Finance, Business Economics, Information Systems and Management, Marketing, General Management, to specialised Integrated Resort and Tourism Management. Our programmes are delivered at all levels of higher education including Undergraduate, Postgraduate, PhD, MBA, EMBA, DBA and Executive Education. Moreover, we strongly encourage cross-disciplinary teaching, learning and research both within the University and internationally to enhance innovation and career development for our students and academics alike. Our programmes are highly recognised by industry which leads to excellent employability of our students. For example, our professional accredited accounting programmes have obtained full course exemptions by ACCA, CIMA, CPA Australia, HKICPA which makes them top accounting programmes in Mainland China, Macao and Hong Kong recognized by professional accounting bodies. More details about the Faculty are available at: <a href=""https://fba.um.edu.mo/"">https://fba.um.edu.mo/</a>.</p>

<p>DFBE is a fast-growing group in finance and business economics. The faculty members in DFBE have publication records in top finance, accounting, and management journals (e.g., <i>Journal of Finance</i>, <i>Journal of Financial Economics</i>, <i>Review of Financial Studies</i>, <i>Journal of Accounting and Economics</i>, <i>The Accounting Review</i>, <i>Management Science</i>, etc.) and top-field economics journals (e.g., <i>Journal of Econometrics</i>, <i>Journal of Monetary Economics</i>, <i>Journal of International Economics</i>, etc.) The Department provides its faculty members with excellent research support including a start-up research grant, reasonable teaching load, and state-of-the-art facilities. The Department aims to build a stronger team of finance scholars in the research fields of asset pricing, corporate finance, and fintech. Hence, we are conducting a global recruitment of Associate/Assistant Professor in Finance.</p>

<p><strong><u>Qualifications</u></strong></p>

<p>Applicants should (1) be a promising or established scholar with a doctoral degree (or close to completion) in Finance, Management, Economics, or a closely related field; (2) have ability to teach undergraduate, postgraduate and PhD courses; and (3) have ability to publish research papers in high-ranked journals in related fields.</p>

<p><b>The selected candidate is expected to assume duty by August</b><b> 2025. </b></p>

<p><b><u>Remuneration</u></b></p>

<p>The actual remuneration is commensurate with the successful applicants’ academic qualification and relevant professional experience. The current local maximum income tax rate is 12% but is effectively around 5% – 7% after various discretionary exemptions. Apart from competitive remuneration, UM offers a wide range of benefits, such as on-campus accommodation or housing allowance, medical insurance, provident fund, and other subsidies. Further details on our package are available at: <a href=""https://career.admo.um.edu.mo/learn-more/""><b>https://career.admo.um.edu.mo/learn-more/</b></a>.</p>

<p><b><u>Application Procedure</u></b></p>

<p>Applicants should visit <a href=""https://career.admo.um.edu.mo/""><b>https://career.admo.um.edu.mo/</b></a> for more details, and apply <b>ONLINE</b>. Review of applications will commence in <b><u>December</u></b><b><u> 2024</u></b> and continue until the positions are filled. Applicants may consider their applications not successful if they are not invited for an interview within 3 months of application.</p>

<p><b><u>Application Process</u></b></p>

<p>Candidates are encouraged to review further details and apply ONLINE at the University of Macau Career Portal (<a href=""https://career.admo.um.edu.mo/fba_fbe_aap_09_2024/""><b>https://career.admo.um.edu.mo/fba_fbe_aap_09_2024/</b></a>).</p>

<p>Application reviews will begin promptly and continue until the role is appointed. For inquiry, please contact Ms. Kelmen Yeung at kelmenyeung@um.edu.mo or (853) 88224799.</p>

<p>The University of Macau is a proponent of equal opportunity and diversity in its academic and administrative teams.</p>
"
11/30/2024,http://apply.interfolio.com/154432,gcohen@climate.columbia.edu, ,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Statement of Commitment to Equity, Diversity, and Inclusion, Statement of Teaching Interests",Summary of Current and Proposed Research,Tenure-track Assistant or Associate Professor position in Climate Finance at Columbia University's Climate School. Applicants should have a Ph.D. in finance or economics and demonstrate exceptional research and teaching promise/abilities.,"<p>The Climate School at Columbia University invites applications for a tenure-track Assistant or Associate Professor position in Climate Finance. The successful candidate will conduct research and extend their scholarship in ways that directly impact climate markets and investments. Candidates for this position should be willing and able to teach climate finance and related subjects.</p>

<p>Applicants should have a Ph.D. in finance or economics. Applicants for an assistant professor level appointment should have, or be close to completing, a Ph.D. from an accredited institution, and demonstrate the promise of becoming an outstanding scholar in every respect, including research and teaching. For applicants at the associate professor level, the expectation is that they have a record of being an outstanding scholar in every respect, including research, teaching, and service.</p>

<p>We seek candidates who will combine exceptional disciplinary training with a strong commitment to the professional mission and values of the Climate School, focusing on generating cutting-edge research, innovating in training the next generation of leaders in the climate space, and centering the needs of society to ensure the greatest societal benefit. In particular, we seek candidates whose work aligns with and complements the interdisciplinary scholarship of the Climate School’s diverse faculty while also building strong connections across the University.  Successful candidates are expected to demonstrate a commitment to diversity and equity in education through their scholarship, teaching, and service. We are deeply committed to increasing diversity and especially encourage applications from under-represented groups.</p>

<p>Review of applications will begin immediately and continue until the position is filled. For full consideration, applications should be submitted by November 30, 2024. Full position description and application are at <a href=""http://apply.interfolio.com/154432"" target=""_blank"">apply.interfolio.com/154432</a> A complete application should include: 1) a cover letter, 2) curriculum vitae, 3) a summary of current and proposed research (max. two pages), 4) statement of teaching interests (max. one page), 5) statement of commitment to equity, diversity, and inclusion (max. one page), 6) job market paper, and 7) 3 confidential letters of recommendation.</p>

<p>Questions regarding this position may be directed via email to Gabby Cohen at gcohen@climate.columbia.edu.</p>
"
11/8/2024,https://www.aeaweb.org/joe/listings,,,"Curriculum Vitae, Job Market Paper/other papers, Personal Statement, References (3)",Questions regarding citizenship in the JOE application,"The Federal Reserve Board is seeking new Ph.D. and seasoned economist candidates. Apply by November 8, 2024, through the AEA Job Openings for Economists website.","<p>The Federal Reserve Board is seeking new Ph.D. and seasoned economist candidates who demonstrate the potential to contribute creatively to academic research and policy in a collaborative workplace. We invite applications from candidates with a Ph.D. in economics, finance, or a related discipline, or who are nearing completion of their doctoral dissertation.</p>

<p> </p>

<p>The Board employs over 400 Ph.D. economists to support its research and policy missions, which affect all sectors and people in the economy. To understand the economy in its entirety, the Board is committed to attracting, developing, and retaining a diverse workforce. As such, we especially encourage submissions from groups traditionally less represented in economics and finance. We recognize the benefit derived from different perspectives. To analyze the vast array of data, conditions, and economic experiences that describe the economy, the Board relies on research economists with a wide variety of backgrounds, interests, and expertise. To learn more about Board economists’ work in nearly all areas of economics and work in related fields, please browse through the economists’ web pages, which can be found here:  <a href=""https://www.federalreserve.gov/econres/theeconomists.htm"">https://www.federalreserve.gov/econres/theeconomists.htm</a>.</p>

<p> </p>

<p>Board economists have an opportunity to engage in a variety of professional growth activities, including but not limited to 1) recruitment and outreach activities; 2) formal and informal training and mentoring programs; 3) guiding and mentoring research assistants and 4) <a href=""https://www.federalreserve.gov/careers-diversity.htm"">Board employee resource groups</a> (e.g., African American, Hispanic, and Women’s Employee Resource Groups).</p>

<p> </p>

<p>Researchers at the Board benefit from extensive and unique data resources, state-of-the-art computing facilities, highly trained and motivated research assistants and analysts, support for conference travel and academic journal submissions, highly visible research working paper series, and active academic seminar series as well as internal workshops for presenting work in progress. Information on resources is available at <a href=""http://www.federalreserve.gov/research"">www.federalreserve.gov/research</a>.  The Board also hosts a Federal Statistical Research Data Center, which allows researchers with approved projects to access restricted-use microdata from the Census Bureau and other agencies to address important research questions. A generous benefits package that includes parental leave and alternative work schedules to support work-life balance is available to Board employees.</p>

<p> </p>

<p>For priority consideration, please apply by <strong>November 8, 2024</strong>, through the AEA Job Openings for Economists website with a curriculum vitae, job market paper, questions regarding citizenship in the JOE application, a personal statement, and three letters of recommendation. Late applications may be considered as scheduling allows.</p>

<p> </p>

<p>All employees of the Federal Reserve Board must be U.S. citizens <u>or</u> must declare their intent to apply for U.S. citizenship when eligible to do so by signing a declaration prior to employment.</p>

<p><b>Application Requirements:</b></p>

<ul>
	<li>CV</li>
	<li>Job Market Paper</li>
	<li>Three letters of recommendation</li>
	<li>Questions regarding citizenship in the JOE application</li>
	<li>Personal statement: The Federal Reserve serves the public by promoting the effective operation of the U.S. economy. In carrying out its public mission, the Federal Reserve is committed to fostering a collaborative, equitable, diverse, and inclusive workplace that welcomes a range of perspectives and ideas. Please provide a brief statement (anything from a paragraph to a page) that cites examples of (1) how you have shown leadership or made contributions to academic or other communities, (2) the relationship between your research and economic issues and policies, and (3) any other skills that may be relevant to public service. In addition, please include examples of how you sought out different viewpoints, collaborated with people with a variety of backgrounds, experiences, and perspectives, and helped foster an inclusive environment. Please feel free to submit a similar statement that you may have already prepared for another application.</li>
</ul>

<p><b>Selection Process:</b></p>

<p>We will conduct an initial screening based on your application materials. Candidates who are successful in meeting our initial criteria may receive an invitation to participate in a first-round, virtual interview between December 11-13, 2024.  Following a video interview, some candidates will receive an invitation for a flyout to one of our Washington, D.C. locations. Flyout interviews include meeting with multiple Board staff and the candidate conducting a 75-minute seminar. The Board will cover costs associated with travel and lodging for all flyout candidates. The Board extends offers on a rolling basis following flyouts, and start dates are negotiated between the candidate and the hiring division/section.</p>

<p> </p>

<p>Priority application deadline: <strong>11/8/2024</strong></p>

<p> </p>
"
11/8/2024,https://apply.interfolio.com/153662,,,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3)",,"Applications invited for research and teaching positions at University of Texas. Requires Ph.D. or near completion, strong publication record, and ability to teach at undergraduate and graduate levels.","<p>Applications are invited from qualified individuals who have excellent research and teaching capabilities. Ph.D. (or very near completion) is required. We will also consider appointments at the Associate and Full Professor rank. A strong publication record in the top-tier finance and economics journals is required for appointments at senior ranks.</p>

<p>Successful applicants will be expected to establish an internationally recognized research program at the University of Texas, mentor graduate students, and teach at the undergraduate and graduate levels. The predominant mode of instruction and research is in-person, such that faculty appointed for employment shall reside in the proximate area of the work site for the duration of their appointment and be able to maintain a daily in-person schedule at the assigned work site.</p>

<p>Submit cover letter, CV, papers and publications, and a minimum of three letters of recommendation via Interfolio at  <a href=""https://apply.interfolio.com/153662"">https://apply.interfolio.com/153662</a>.  Screening of applications is open immediately upon this posting  and to receive full consideration, complete applications must be received by Friday, November 8th, 2024.</p>
"
11/14/2024,<https://jobs.utoronto.ca/>,[finance.recruiting@rotman.utoronto.ca](mailto:finance.recruiting@rotman.utoronto.ca),39111,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Research Statement, Teaching Statement","sample course materials, evidence of superior performance in other teaching-related activities","Full-time tenure stream appointment in the Finance Area at Rotman School of Management, University of Toronto. Candidates must provide evidence of research excellence and demonstrate excellence in teaching.","<p><b>Date Posted:</b> 09/13/2024<br />
<b>Closing Date:</b> 11/14/2024, 11:59PM ET<br />
<b>Req ID:</b> 39111<br />
<b>Job Category: </b>Faculty - Tenure Stream (continuing)<br />
<b>Faculty/Division:</b> Rotman School of Management<br />
<b>Department:</b> Joseph L. Rotman School of Management<br />
<b>Campus: </b>St. George (Downtown Toronto)</p>

<p><b>Description:</b></p>

<p>The Rotman School of Management at the University of Toronto invites applications for a full-time tenure stream appointment in the Finance Area. The appointment will be at the rank of Assistant Professor, with an anticipated start date of July 1, 2025.</p>

<p>Candidates must have earned a PhD degree in finance or a cognate discipline with a focus on finance (e.g. economics) by the time of appointment, or shortly thereafter, with a demonstrated record of excellence in research and teaching. We seek candidates whose research and teaching interests complement and enhance our <a href=""https://www.rotman.utoronto.ca/faculty-and-research/academic-areas/finance/"">existing strengths</a>.</p>

<p>Candidates must provide evidence of research excellence in finance, which is shown primarily by the job-market paper and additional research papers or publications submitted with the application, a research statement, and strong letters of reference from referees of high standing. The successful candidate is expected to pursue innovative and independent research at the highest level, establish an outstanding, independent research program, and publish articles in internationally recognized top-tier and field relevant academic journals in the field of finance and/or cognate disciplines. We seek individuals who have published in, have papers forthcoming in, or have works in progress meeting the standards of Journal of Finance, Review of Financial Studies, Journal of Financial Economics, and journals of similar calibre and standing. Further evidence of research excellence includes presentations at significant conferences, awards and accolades, and research presentations at other highly ranked universities.</p>

<p>Applicants must demonstrate excellence in teaching, including a strong demonstrated ability to integrate both theory and practice; evidence of effective communication and presentation skills; a willingness to undertake graduate supervision; and a demonstrated mastery of their subject area. Evidence of excellence in teaching will be demonstrated by teaching accomplishments, strong letters of reference, the teaching dossier, and for short-listed candidates, a strong performance during the on-campus seminar presentation. The teaching dossier includes a teaching statement, sample course materials, teaching evaluations, or other evidence of superior performance in teaching-related activities, which can include superior performance as a teaching assistant or course instructor, experience leading successful workshops or seminars, student mentorship, or excellent conference presentations or posters.</p>

<p>This search aligns with the University’s commitment to strategically and proactively promote diversity among our community members (<a href=""https://governingcouncil.utoronto.ca/secretariat/policies/equity-diversity-and-excellence-statement-december-14-2006"">Statement on Equity, Diversity &amp; Excellence</a>). Recognizing that Black, Indigenous, and other Racialized communities have experienced inequities that have developed historically and are ongoing, we strongly welcome and encourage candidates from those communities to apply. Applicants are invited to include in their cover letter any experiences, or planned future contributions, to equity, diversity and inclusion, in the areas of research, teaching, and/or service.</p>

<p>Salary will be commensurate with qualifications and experience.</p>

<p><b>About the Organization</b><br />
U of T is Canada's largest university and has an international research reputation. The Rotman School of Management has a strong research-oriented faculty that is supportive of serious scholarship and is committed to the professional development of its faculty. The Rotman School operates a wide range of degree programs, including an undergraduate Commerce program, a full-time, part-time, Executive, and Global Executive MBA program, a Global Executive MBA for Healthcare and the Life Sciences, a Master of Management Analytics, a Graduate Diploma in Professional Accounting, and a Ph.D. program. The Finance Area provides a stimulating and supportive research environment and a strong commitment to excellence in both research and teaching.</p>

<p>Rotman is situated in the heart of Canada’s corporate and financial center, and the world’s most diverse city. Rotman’s core values reflect this diversity. For more information about the Rotman School and its core values, please visit: <a href=""https://www.rotman.utoronto.ca/the-rotman-experience/our-community/purpose-and-values/"">http://www.rotman.utoronto.ca/Connect/AboutRotman/OurValues</a></p>

<p>All qualified candidates are invited to apply online by clicking the link below. Applicants must submit a cover letter that can include any experiences, or planned future contributions, to equity, diversity and inclusion, in the areas of research, teaching, and/or service; a current curriculum vitae; a research statement outlining current and future research interests; a job-market paper and up to two additional research papers or publications; and a teaching dossier including a teaching statement, sample course materials, and teaching evaluations, or evidence of superior performance in other teaching-related activities as listed above. </p>

<p>Applicants must provide the name and contact information of three references. The University of Toronto’s recruiting tool will automatically solicit and collect letters of reference from each referee the day after an application is submitted. Applicants remain responsible for ensuring that referees submit recent letters (on letterhead, dated and signed) by the closing date. More details on the automatic reference letter collection, including timelines, are available in the <a href=""https://jobs.utoronto.ca/content/Frequently-Asked-Questions/"">candidate FAQ</a>. </p>

<p>Submission guidelines can be found at <a href=""http://uoft.me/how-to-apply"">http://uoft.me/how-to-apply</a> . Your CV and cover letter should be uploaded into the dedicated fields. Please combine additional application materials into one or two files in PDF/MS Word format. If you have any questions about this position, please contact Professor David Goldreich, Search Committee Chair at <em><a href=""mailto:finance.recruiting@rotman.utoronto.ca"">finance.recruiting@rotman.utoronto.ca</a> </em>or<em> <a href=""mailto:David.Goldreich@Rotman.Utoronto.Ca"">David.Goldreich@Rotman.Utoronto.Ca</a></em>. </p>

<p>Candidates who are interested in other job openings at the University of Toronto must also directly apply for those positions.</p>

<p>All application materials, including recent reference letters, must be received by November 14, 2024.</p>

<p>All qualified candidates are encouraged to apply; however, Canadians and permanent residents will be given priority.</p>

<p><b>Diversity Statement</b><br />
The University of Toronto embraces Diversity and is building a culture of belonging that increases our capacity to effectively address and serve the interests of our global community. We strongly encourage applications from Indigenous Peoples, Black and racialized persons, women, persons with disabilities, and people of diverse sexual and gender identities. We value applicants who have demonstrated a commitment to equity, diversity and inclusion and recognize that diverse perspectives, experiences, and expertise are essential to strengthening our academic mission.</p>

<p>As part of your application, you will be asked to complete a brief Diversity Survey. This survey is voluntary. Any information directly related to you is confidential and cannot be accessed by search committees or human resources staff. Results will be aggregated for institutional planning purposes. For more information, please see <a href=""http://uoft.me/UP"">http://uoft.me/UP</a>  .</p>

<p><b>Accessibility Statement</b><br />
The University strives to be an equitable and inclusive community, and proactively seeks to increase diversity among its community members. Our values regarding equity and diversity are linked with our unwavering commitment to excellence in the pursuit of our academic mission.</p>

<p>The University is committed to the principles of the Accessibility for Ontarians with Disabilities Act (AODA). As such, we strive to make our recruitment, assessment and selection processes as accessible as possible and provide accommodations as required for applicants with disabilities.</p>

<p>If you require any accommodations at any point during the application and hiring process, please contact <a href=""mailto:uoft.careers@utoronto.ca"">uoft.careers@utoronto.ca</a> .</p>
"
3/31/2025,https://apply.interfolio.com/145324,,,"Curriculum Vitae, Job Market Paper/other papers, References (2)",,The University of Chicago Booth School of Business is seeking to appoint outstanding scholars to tenure-track positions in Finance for the 2025-26 academic year.,"<p>The University of Chicago Booth School of Business is seeking to appoint outstanding scholars to tenure-track positions in Finance for the 2025-26 academic year.</p>

<p>We invite applications from those who hold a PhD (or equivalent) or expect to complete the requirements for a PhD in finance by July 1, 2025 or soon thereafter. (We require all tenure track faculty to have a PhD or equivalent. We will appoint those whose degree requirements have not been satisfied by this date as instructors, the expectation being that all PhD requirements will be satisfied soon thereafter, at which time you will be appointed as an assistant professor.) </p>

<p>Members of our faculty are expected to conduct original research of exceptionally high quality, to teach effectively, and to participate in and contribute to the academic environment. </p>

<p>Each candidate should submit a curriculum vitae, a sample of written work, and the names of at least two scholars qualified and willing to evaluate the candidate’s ability, training, and potential for research and teaching.</p>

<p>Applications will be accepted online at <a href=""https://apply.interfolio.com/145324"">https://apply.interfolio.com/145324</a>.</p>

<p>We will start formally reviewing applications on <b>November 12, 2024,</b> and strongly encourage you to complete your application by then.  We will continue to accept applications until <b>March 31, 2025.</b></p>

<p><b>Equal Employment Opportunity Statement                                                         </b></p>

<p>All University departments and institutes are charged with building a faculty from a diversity of backgrounds and with diverse viewpoints; with cultivating an inclusive community that values freedom of expression; and with welcoming and supporting all their members.</p>

<p>We seek a diverse pool of applicants who wish to join an academic community that places the highest value on rigorous inquiry and encourages diverse perspectives, experiences, groups of individuals, and ideas to inform and stimulate intellectual challenge, engagement, and exchange. The University’s Statements on Diversity are at <a href=""https://provost.uchicago.edu/statements-diversity"">https://provost.uchicago.edu/statements-diversity</a>.</p>

<p>The University of Chicago is an Affirmative Action/Equal Opportunity/Disabled/Veterans Employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity, national or ethnic origin, age, status as an individual with a disability, protected veteran status, genetic information, or other protected classes under the law. For additional information please see the University's Notice of Nondiscrimination <a href=""https://www.uchicago.edu/non-discrimination"">https://www.uchicago.edu/non-discrimination</a></p>

<p>Job seekers in need of a reasonable accommodation to complete the application process should call 773-834-3988 or email <a href=""mailto:equalopportunity@uchicago.edu"">equalopportunity@uchicago.edu</a> with their request.</p>

<p> </p>
"
11/15/2024,https://jobs.lse.ac.uk/Vacancies/W/1609/0/436663/15539/assistant-professor-in-finance,m.comben@lse.ac.uk, ,"Cover Letter, Curriculum Vitae","Job Market Paper/other papers, Teaching Statement, References (3)",Applications are invited for a career-track Assistant Professor in Finance post at LSE. Candidates should have a completed PhD in finance or economics and demonstrate a clear strategy for future outstanding research.,"<p>Applications are invited from outstanding candidates for one or more career-track Assistant Professor in Finance posts.</p>

<p> </p>

<p>You will carry out research and teach at the undergraduate and postgraduate level.</p>

<p> </p>

<p>Candidates should have a completed PhD, or be close to obtaining a PhD, in finance or economics by the post start date. In addition, candidates should possess expertise and research interests in finance and demonstrate a clear, well developed, and viable strategy for future outstanding research that has the potential to result in world-leading publications. You will also be able to demonstrate excellent written and oral communication skills, including an ability to place one’s specialist work within a broader social science context. The ability to teach finance at both the undergraduate and postgraduate level is essential.</p>

<p> </p>

<p>For near post-doctoral candidates, or candidates with limited post-doctoral experience, you will be able to demonstrate a developing record of research with potential for publication in leading peer-reviewed journals in finance.</p>

<p> </p>

<p>For post-doctoral candidates, you will be able to demonstrate a track record or trajectory of internationally excellent publications.</p>

<p> </p>

<p> </p>

<p>The other criteria that will be used when shortlisting for this post can be found on the person specification, which is attached to this vacancy on the LSE’s online recruitment system.</p>

<p> </p>

<p><b> </b></p>

<p>In addition to a competitive salary the benefits that come with this job include an occupational pension scheme, a research grants policy with personal reward options, generous research leave (sabbatical) entitlement, a collegial faculty environment and excellent support, training and development opportunities.</p>

<p> </p>

<p>For further information about the post, please see the how to apply document, job description and the person specification.</p>

<p> </p>

<p> </p>

<p><b>To apply for this post, please go to </b><a href=""https://jobs.lse.ac.uk/Vacancies/W/1609/0/436663/15539/assistant-professor-in-finance"">https://jobs.lse.ac.uk/Vacancies/W/1609/0/436663/15539/assistant-professor-in-finance</a><b>. </b>If you have any technical queries with applying on the online system, please use the “contact us” links at the bottom of the LSE Jobs page. Should you have any queries about the role, please email m.comben@lse.ac.uk.</p>

<p> </p>

<p><b>The closing date for receipt of applications is 15 November 2024 (23.59 UK time). W</b><b>e are unable to accept any late applications.</b></p>

<p> </p>

<p> </p>

<p>We will be conducting online first stage interviews in December 2024, and final round interviews and seminars will be held on campus during January and February 2025.</p>

<p> </p>
"
 , , , ,,,"The school is looking for professors, associate professors, and assistant professors in finance with competitive salaries and start-up funds for research.","<p>We are looking for professors, associate professor and assistant professors in finance. Salary is ranging from $120,000-$220,000.</p>

<p>1. ""High-caliber talent"" candidate</p>

<p>* Three types of positions: Outstanding, Leading, and Elite, which correspond to different levels of high-potential academic talents.</p>

<p>* A strong academic background;</p>

<p>* The potential to publish papers in top journals;</p>

<p>* Ability to contribute significant achievements to the discipline development within a 6-year term, the potential to become national-level talents.</p>

<p>* Competitive salaries in the range of $120,000-220,000 per year;</p>

<p>* Relocation allowances to help new faculty member settle in;</p>

<p>* Start-up funds for research</p>

<p><strong>Full-time post-doctor</strong></p>

<p>* Under the age of 35 and obtained a doctoral degree within three years;</p>

<p>* Achieved significant research results.</p>

<p>* Competitive salaries;</p>

<p>* 2 to 3 years Postdoctoral employment period, generous subsidy's annual pay  (For outstanding applicants, the mentor sponsorship is negotiable );</p>

<p>* Postdoctoral apartments provided;</p>

<p>* Refer to faculty and staff members, postdoctoral fellows are entitled to advantages such as special enrollment and daycare rates for their kids, a variety of achievement awards, and either free healthcare or social insurance.</p>
"
